Id,Label,0,1,2,3,4,5,6,7
AS131414,AS131414,VN_ASN,8.416,131414,Long Van Soft Solution JSC,"AS131414
Long Van Soft Solution JSC","#8E44AD",transit,
AS131415,AS131415,VN_ASN,8.832,131415,Vietnam Internet network information center (VNNIC),"AS131415
Vietnam Internet network information center (VNNIC)","#8E44AD",transit,
AS131417,AS131417,VN_ASN,8.208,131417,Vietnam National Coaland Mineral Industries Holding Corporation Limited,"AS131417
Vietnam National Coaland Mineral Industries Holding Corporation Limited","#BDC3C7",stub,
AS131418,AS131418,VN_ASN,10.288,131418,SHOPEEPAY JOINT STOCK COMPANY,"AS131418
SHOPEEPAY JOINT STOCK COMPANY","#8E44AD",transit,
AS131419,AS131419,VN_ASN,8.416,131419,NATIONAL PAYMENT CORPORATION OF VIET NAM,"AS131419
NATIONAL PAYMENT CORPORATION OF VIET NAM","#8E44AD",transit,
AS131421,AS131421,VN_ASN,10.08,131421,"Intercom Telecom., JSC","AS131421
Intercom Telecom., JSC","#8E44AD",transit,
AS131422,AS131422,VN_ASN,8.208,131422,"Center for Digital Transformation of Culture, Sports and Tourism - Ministry of Culture, Sports and Tourism","AS131422
Center for Digital Transformation of Culture, Sports and Tourism - Ministry of Culture, Sports and Tourism","#BDC3C7",stub,
AS131423,AS131423,VN_ASN,9.04,131423,Branch of Long Van System Solution JSC - Hanoi,"AS131423
Branch of Long Van System Solution JSC - Hanoi","#8E44AD",transit,
AS131425,AS131425,VN_ASN,8.416,131425,The gioi di dong jsc,"AS131425
The gioi di dong jsc","#8E44AD",transit,
AS131426,AS131426,VN_ASN,8.208,131426,MISA-VN,"AS131426
MISA-VN","#BDC3C7",stub,
AS131427,AS131427,VN_ASN,8.208,131427,AOHOAVIET-VN,"AS131427
AOHOAVIET-VN","#BDC3C7",stub,
AS131428,AS131428,VN_ASN,8.208,131428,Rainbow E-Commerce Company Limited,"AS131428
Rainbow E-Commerce Company Limited","#BDC3C7",stub,
AS131429,AS131429,VN_ASN,12.16,131429,MOBIFONE Corporation,"AS131429
MOBIFONE Corporation","#8E44AD",transit,
AS131430,AS131430,VN_ASN,8.624,131430,Bao Viet Commercial Joint Stock Bank,"AS131430
Bao Viet Commercial Joint Stock Bank","#8E44AD",transit,
AS131434,AS131434,VN_ASN,8.208,131434,Scom Technology Join stock company,"AS131434
Scom Technology Join stock company","#BDC3C7",stub,
AS131435,AS131435,VN_ASN,9.04,131435,Binh Minh Software Service Company Limited,"AS131435
Binh Minh Software Service Company Limited","#8E44AD",transit,
AS131436,AS131436,VN_ASN,9.04,131436,Information Technology and Digital Transformation Center - Vietnam Social Security,"AS131436
Information Technology and Digital Transformation Center - Vietnam Social Security","#8E44AD",transit,
AS131438,AS131438,VN_ASN,9.248,131438,VIETNAM POST,"AS131438
VIETNAM POST","#8E44AD",transit,
AS131439,AS131439,VN_ASN,8.832,131439,VietNam credit information joint stock company,"AS131439
VietNam credit information joint stock company","#8E44AD",transit,
AS131440,AS131440,VN_ASN,8.416,131440,ZINGPLAY VIETNAM COMPANY LIMITED,"AS131440
ZINGPLAY VIETNAM COMPANY LIMITED","#8E44AD",transit,
AS135900,AS135900,VN_ASN,8.416,135900,State Data Center - Hanoi Department of Science and Technology,"AS135900
State Data Center - Hanoi Department of Science and Technology","#8E44AD",transit,
AS135901,AS135901,VN_ASN,8.208,135901,Phuong Dong technology solution company limited,"AS135901
Phuong Dong technology solution company limited","#BDC3C7",stub,
AS135902,AS135902,VN_ASN,8.208,135902,Hahalolo Travel Social Network Joint Stock Company,"AS135902
Hahalolo Travel Social Network Joint Stock Company","#BDC3C7",stub,
AS135904,AS135904,VN_ASN,8.416,135904,VINID PAY JOINT STOCK COMPANY,"AS135904
VINID PAY JOINT STOCK COMPANY","#8E44AD",transit,
AS135905,AS135905,VN_ASN,15.696,135905,VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,"AS135905
VIETNAM POSTS AND TELECOMMUNICATIONS GROUP","#E74C3C",transit,
AS135906,AS135906,VN_ASN,8.208,135906,BOOKING247 COMPANY LIMITED,"AS135906
BOOKING247 COMPANY LIMITED","#BDC3C7",stub,
AS135908,AS135908,VN_ASN,8.208,135908,ECONET VIETNAM CORPORATION,"AS135908
ECONET VIETNAM CORPORATION","#BDC3C7",stub,
AS135909,AS135909,VN_ASN,8.416,135909,Information Technology Park - Vietnam National University Ho Chi Minh City,"AS135909
Information Technology Park - Vietnam National University Ho Chi Minh City","#8E44AD",transit,
AS135910,AS135910,VN_ASN,8.208,135910,"INTELLIGENCE InfinityORMATION SYSTEM CO, LTD","AS135910
INTELLIGENCE InfinityORMATION SYSTEM CO, LTD","#BDC3C7",stub,
AS135911,AS135911,VN_ASN,8.416,135911,VietNam maritime commercial joint stock bank,"AS135911
VietNam maritime commercial joint stock bank","#8E44AD",transit,
AS135912,AS135912,VN_ASN,8.624,135912,VNETWORK Joint Stock Company,"AS135912
VNETWORK Joint Stock Company","#8E44AD",transit,
AS135913,AS135913,VN_ASN,8.208,135913,MB Ages life insurance company limited,"AS135913
MB Ages life insurance company limited","#BDC3C7",stub,
AS135915,AS135915,VN_ASN,8.208,135915,"8 Floor, 96-98 Dao Duy Anh, Phu Nhuan, HCMC","AS135915
8 Floor, 96-98 Dao Duy Anh, Phu Nhuan, HCMC","#BDC3C7",stub,
AS135916,AS135916,VN_ASN,8.208,135916,"descr: No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi","AS135916
descr: No. 14, 256 Bach Dang, Chuong Duong, Hoan Kiem, Hanoi","#BDC3C7",stub,
AS135917,AS135917,VN_ASN,8.208,135917,Cong ty TNHH Web Panda,"AS135917
Cong ty TNHH Web Panda","#BDC3C7",stub,
AS135918,AS135918,VN_ASN,9.248,135918,VIET DIGITAL TECHNOLOGY LIABILITY COMPANY,"AS135918
VIET DIGITAL TECHNOLOGY LIABILITY COMPANY","#8E44AD",transit,
AS135919,AS135919,VN_ASN,8.624,135919,MB SHINSEI Finance Limited Liability Company,"AS135919
MB SHINSEI Finance Limited Liability Company","#8E44AD",transit,
AS135920,AS135920,VN_ASN,8.208,135920,Ehost software company limited,"AS135920
Ehost software company limited","#BDC3C7",stub,
AS135921,AS135921,VN_ASN,8.208,135921,Maxserver Company Limited,"AS135921
Maxserver Company Limited","#BDC3C7",stub,
AS135922,AS135922,VN_ASN,8.208,135922,Clearsky Service Solutions Company Limited,"AS135922
Clearsky Service Solutions Company Limited","#BDC3C7",stub,
AS135923,AS135923,VN_ASN,8.208,135923,SCTV InfinityRASTRUCTURE BUSINESS INVESMENT COMPANY LIMITED,"AS135923
SCTV InfinityRASTRUCTURE BUSINESS INVESMENT COMPANY LIMITED","#BDC3C7",stub,
AS135924,AS135924,VN_ASN,8.416,135924,FWD Vietnam Life Insurance Company Limited,"AS135924
FWD Vietnam Life Insurance Company Limited","#8E44AD",transit,
AS135925,AS135925,VN_ASN,8.624,135925,"16 Au Co, Tan Son Nhi Ward, Tan Phu District, Ho Chi Minh city (EVNSPC Building)","AS135925
16 Au Co, Tan Son Nhi Ward, Tan Phu District, Ho Chi Minh city (EVNSPC Building)","#8E44AD",transit,
AS135926,AS135926,VN_ASN,8.416,135926,Phu Nhuan Jewelry Joint Stock Company,"AS135926
Phu Nhuan Jewelry Joint Stock Company","#8E44AD",transit,
AS135927,AS135927,VN_ASN,8.416,135927,Phu Quoc Petroleum Operating Company,"AS135927
Phu Quoc Petroleum Operating Company","#8E44AD",transit,
AS135928,AS135928,VN_ASN,8.416,135928,Digital Convergence Technology Solutions Company Limited,"AS135928
Digital Convergence Technology Solutions Company Limited","#8E44AD",transit,
AS135929,AS135929,VN_ASN,8.416,135929,International Education Corporation,"AS135929
International Education Corporation","#8E44AD",transit,
AS135932,AS135932,VN_ASN,8.832,135932,Viet Storage Technology Joint Stock Company,"AS135932
Viet Storage Technology Joint Stock Company","#8E44AD",transit,
AS135933,AS135933,VN_ASN,8.416,135933,Bac A Commercial Joint Stock Bank,"AS135933
Bac A Commercial Joint Stock Bank","#8E44AD",transit,
AS135934,AS135934,VN_ASN,8.208,135934,Dong Thap Provincial Digital Transformation Center,"AS135934
Dong Thap Provincial Digital Transformation Center","#BDC3C7",stub,
AS135935,AS135935,VN_ASN,8.416,135935,Binh Minh Software Service Company Limited,"AS135935
Binh Minh Software Service Company Limited","#8E44AD",transit,
AS135936,AS135936,VN_ASN,8.208,135936,LABO A&B Joint Stock Company,"AS135936
LABO A&B Joint Stock Company","#BDC3C7",stub,
AS135937,AS135937,VN_ASN,8.208,135937,Next Technology Investment and Development Company Limited,"AS135937
Next Technology Investment and Development Company Limited","#BDC3C7",stub,
AS135938,AS135938,VN_ASN,8.416,135938,Home Credit Viet nam Finance Company Limited,"AS135938
Home Credit Viet nam Finance Company Limited","#8E44AD",transit,
AS135939,AS135939,VN_ASN,8.208,135939,VNPT Electronic Payment Joint Stock Company,"AS135939
VNPT Electronic Payment Joint Stock Company","#BDC3C7",stub,
AS135942,AS135942,VN_ASN,8.416,135942,Adsota Corporation,"AS135942
Adsota Corporation","#8E44AD",transit,
AS135943,AS135943,VN_ASN,8.832,135943,TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY,"AS135943
TRUONG MINH THINH TECHNOLOGY JOINT STOCK COMPANY","#8E44AD",transit,
AS135944,AS135944,VN_ASN,8.624,135944,VinhNam Commercial informatics service corporation,"AS135944
VinhNam Commercial informatics service corporation","#8E44AD",transit,
AS135945,AS135945,VN_ASN,8.208,135945,VTC Online Joint Stock Company,"AS135945
VTC Online Joint Stock Company","#BDC3C7",stub,
AS135946,AS135946,VN_ASN,8.208,135946,Long An Department of Information and Communications,"AS135946
Long An Department of Information and Communications","#BDC3C7",stub,
AS135947,AS135947,VN_ASN,10.08,135947,Shopee Company Limited,"AS135947
Shopee Company Limited","#8E44AD",transit,
AS135948,AS135948,VN_ASN,8.416,135948,Thien Binh Software Service Company Limited,"AS135948
Thien Binh Software Service Company Limited","#8E44AD",transit,
AS135949,AS135949,VN_ASN,8.208,135949,Cloudfone Viet Nam Joint Stock Company,"AS135949
Cloudfone Viet Nam Joint Stock Company","#BDC3C7",stub,
AS135951,AS135951,VN_ASN,8.416,135951,Webico Company Limited,"AS135951
Webico Company Limited","#8E44AD",transit,
AS135952,AS135952,VN_ASN,9.248,135952,VPS Securities Joint Stock Company,"AS135952
VPS Securities Joint Stock Company","#8E44AD",transit,
AS135953,AS135953,VN_ASN,8.416,135953,Vietnam Online Network Solution Joint Stock Compnay,"AS135953
Vietnam Online Network Solution Joint Stock Compnay","#8E44AD",transit,
AS135955,AS135955,VN_ASN,8.416,135955,Data integration and digital transformation center of Lam Dong province,"AS135955
Data integration and digital transformation center of Lam Dong province","#8E44AD",transit,
AS135956,AS135956,VN_ASN,8.416,135956,The Authority of Information Technology - Ministry of Health,"AS135956
The Authority of Information Technology - Ministry of Health","#8E44AD",transit,
AS135957,AS135957,VN_ASN,8.416,135957,Hue City Smart Urban Monitoring and Operation Center,"AS135957
Hue City Smart Urban Monitoring and Operation Center","#8E44AD",transit,
AS135958,AS135958,VN_ASN,8.208,135958,Teko Vietnam Technology Joint Stock Company,"AS135958
Teko Vietnam Technology Joint Stock Company","#BDC3C7",stub,
AS135959,AS135959,VN_ASN,8.208,135959,Onebim Vietnam Limited Company,"AS135959
Onebim Vietnam Limited Company","#BDC3C7",stub,
AS135961,AS135961,VN_ASN,8.208,135961,Viet Nam Data Online Joint Stock Company,"AS135961
Viet Nam Data Online Joint Stock Company","#BDC3C7",stub,
AS135962,AS135962,VN_ASN,8.208,135962,AIS Securitites Joint Stock Company,"AS135962
AIS Securitites Joint Stock Company","#BDC3C7",stub,
AS135963,AS135963,VN_ASN,8.208,135963,Information Technology Center - Ministry of Home Affairs,"AS135963
Information Technology Center - Ministry of Home Affairs","#BDC3C7",stub,
AS135964,AS135964,VN_ASN,9.04,135964,RVC Rong Viet Trade Service Telecom Company Limited,"AS135964
RVC Rong Viet Trade Service Telecom Company Limited","#8E44AD",transit,
AS135967,AS135967,VN_ASN,8.832,135967,Bach Kim Network solutions Join stock company,"AS135967
Bach Kim Network solutions Join stock company","#8E44AD",transit,
AS135969,AS135969,VN_ASN,8.208,135969,Sen Do Technology Joint Stock Company,"AS135969
Sen Do Technology Joint Stock Company","#BDC3C7",stub,
AS135971,AS135971,VN_ASN,8.416,135971,PetroVietNam Securities Joint Stock Company,"AS135971
PetroVietNam Securities Joint Stock Company","#8E44AD",transit,
AS135972,AS135972,VN_ASN,8.416,135972,Quang Nam Department of Information and Communications,"AS135972
Quang Nam Department of Information and Communications","#8E44AD",transit,
AS135973,AS135973,VN_ASN,8.208,135973,Bamboo Airways Company Limited,"AS135973
Bamboo Airways Company Limited","#BDC3C7",stub,
AS135974,AS135974,VN_ASN,8.416,135974,National Power Transmission Corporation,"AS135974
National Power Transmission Corporation","#8E44AD",transit,
AS135977,AS135977,VN_ASN,8.416,135977,Vietnam BDA technology and communication joint stock company,"AS135977
Vietnam BDA technology and communication joint stock company","#8E44AD",transit,
AS135978,AS135978,VN_ASN,8.208,135978,Hanoi University of Industry,"AS135978
Hanoi University of Industry","#BDC3C7",stub,
AS135980,AS135980,VN_ASN,8.208,135980,Information and Communication Technology Center of Quang Ninh,"AS135980
Information and Communication Technology Center of Quang Ninh","#BDC3C7",stub,
AS135981,AS135981,VN_ASN,8.208,135981,VisualViet Company Limited,"AS135981
VisualViet Company Limited","#BDC3C7",stub,
AS135982,AS135982,VN_ASN,8.416,135982,Hoi An South Development Ltd,"AS135982
Hoi An South Development Ltd","#8E44AD",transit,
AS135983,AS135983,VN_ASN,8.624,135983,Tino Group Joint Stock Company,"AS135983
Tino Group Joint Stock Company","#8E44AD",transit,
AS135985,AS135985,VN_ASN,8.208,135985,BCALL Viet Nam Company Limited,"AS135985
BCALL Viet Nam Company Limited","#BDC3C7",stub,
AS135986,AS135986,VN_ASN,8.208,135986,Turbo Technology Solution Joint Stock Company,"AS135986
Turbo Technology Solution Joint Stock Company","#BDC3C7",stub,
AS135987,AS135987,VN_ASN,8.208,135987,Reload Company Limited,"AS135987
Reload Company Limited","#BDC3C7",stub,
AS135988,AS135988,VN_ASN,8.624,135988,Sun Group Corporation,"AS135988
Sun Group Corporation","#8E44AD",transit,
AS135989,AS135989,VN_ASN,8.208,135989,Tay Ninh Department of Information and Communications,"AS135989
Tay Ninh Department of Information and Communications","#BDC3C7",stub,
AS135990,AS135990,VN_ASN,8.832,135990,Everest Global Joint Stock Company,"AS135990
Everest Global Joint Stock Company","#8E44AD",transit,
AS135991,AS135991,VN_ASN,8.208,135991,Green Network Solutions LTD.,"AS135991
Green Network Solutions LTD.","#BDC3C7",stub,
AS135994,AS135994,VN_ASN,8.208,135994,IDC Online Technology and Solutions Corporation,"AS135994
IDC Online Technology and Solutions Corporation","#BDC3C7",stub,
AS135997,AS135997,VN_ASN,8.208,135997,EVN Finance Joint Stock Company,"AS135997
EVN Finance Joint Stock Company","#BDC3C7",stub,
AS135998,AS135998,VN_ASN,8.208,135998,International Distribution Corporation,"AS135998
International Distribution Corporation","#BDC3C7",stub,
AS140739,AS140739,VN_ASN,8.416,140739,USDC TECHNOLOGY JSC,"AS140739
USDC TECHNOLOGY JSC","#8E44AD",transit,
AS140742,AS140742,VN_ASN,8.208,140742,DZOGAME COMPANY LIMITED,"AS140742
DZOGAME COMPANY LIMITED","#BDC3C7",stub,
AS140745,AS140745,VN_ASN,8.416,140745,VINTEK VIET NAM TECHNOLOGY TELECOM COMPANY LIMITED,"AS140745
VINTEK VIET NAM TECHNOLOGY TELECOM COMPANY LIMITED","#8E44AD",transit,
AS140747,AS140747,VN_ASN,8.208,140747,Department of Science and Technology of Dong Nai province,"AS140747
Department of Science and Technology of Dong Nai province","#BDC3C7",stub,
AS140748,AS140748,VN_ASN,8.416,140748,Department of Science and Technology of Vinh Long province,"AS140748
Department of Science and Technology of Vinh Long province","#8E44AD",transit,
AS140750,AS140750,VN_ASN,8.416,140750,Viet Nam Telecommunications Authority,"AS140750
Viet Nam Telecommunications Authority","#8E44AD",transit,
AS140751,AS140751,VN_ASN,8.208,140751,Information Technology and Communication Center of Binh Thuan Department of Information and Communications,"AS140751
Information Technology and Communication Center of Binh Thuan Department of Information and Communications","#BDC3C7",stub,
AS140757,AS140757,VN_ASN,8.208,140757,K2F Information Technology Company Limited,"AS140757
K2F Information Technology Company Limited","#BDC3C7",stub,
AS140758,AS140758,VN_ASN,8.208,140758,Department of Science and Technology of Ca Mau province,"AS140758
Department of Science and Technology of Ca Mau province","#BDC3C7",stub,
AS140759,AS140759,VN_ASN,8.416,140759,Department of Information and Communications of Dak Lak Province,"AS140759
Department of Information and Communications of Dak Lak Province","#8E44AD",transit,
AS140761,AS140761,VN_ASN,8.416,140761,ALLIEX VIETNAM JOINT STOCK COMPANY,"AS140761
ALLIEX VIETNAM JOINT STOCK COMPANY","#8E44AD",transit,
AS140762,AS140762,VN_ASN,8.416,140762,Vinh Railway Signalling - Telecom Joint Stock Company,"AS140762
Vinh Railway Signalling - Telecom Joint Stock Company","#8E44AD",transit,
AS140764,AS140764,VN_ASN,8.416,140764,CSD Group Technology JSC.,"AS140764
CSD Group Technology JSC.","#8E44AD",transit,
AS140765,AS140765,VN_ASN,8.416,140765,VINANET Services Joint Stock Company,"AS140765
VINANET Services Joint Stock Company","#8E44AD",transit,
AS140766,AS140766,VN_ASN,8.624,140766,FPT Smart Cloud Company Limited,"AS140766
FPT Smart Cloud Company Limited","#8E44AD",transit,
AS140768,AS140768,VN_ASN,8.416,140768,Department of Science and Technology Gia Lai,"AS140768
Department of Science and Technology Gia Lai","#8E44AD",transit,
AS140769,AS140769,VN_ASN,8.208,140769,InfinityORMATICS SOLUTION COMPANY LIMITED,"AS140769
InfinityORMATICS SOLUTION COMPANY LIMITED","#BDC3C7",stub,
AS140770,AS140770,VN_ASN,8.832,140770,Digilife Vietnam Digital Services Company Limited,"AS140770
Digilife Vietnam Digital Services Company Limited","#8E44AD",transit,
AS140774,AS140774,VN_ASN,8.208,140774,VIET NAM UNIFIED COMMUNICATIONS CORPORATION,"AS140774
VIET NAM UNIFIED COMMUNICATIONS CORPORATION","#BDC3C7",stub,
AS140775,AS140775,VN_ASN,8.208,140775,GLOBAL InfinityORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY,"AS140775
GLOBAL InfinityORMATICS TELECOMMUNICATIONS JOINT STOCK COMPANY","#BDC3C7",stub,
AS140781,AS140781,VN_ASN,8.208,140781,VIET HOSTING COMPANY LIMITED,"AS140781
VIET HOSTING COMPANY LIMITED","#BDC3C7",stub,
AS140787,AS140787,VN_ASN,8.208,140787,LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,"AS140787
LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED","#BDC3C7",stub,
AS140789,AS140789,VN_ASN,8.208,140789,DIGITAL TELECOMMUNICATIONS InfinityRASTRUCTURE JOINT STOCK COMPANY,"AS140789
DIGITAL TELECOMMUNICATIONS InfinityRASTRUCTURE JOINT STOCK COMPANY","#BDC3C7",stub,
AS140791,AS140791,VN_ASN,8.208,140791,BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY,"AS140791
BKHOST TECHNOLOGY VIETNAM JOINT STOCK COMPANY","#BDC3C7",stub,
AS140796,AS140796,VN_ASN,8.208,140796,"U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City","AS140796
U14b-16a, 22 street, Tan Thuan, Tan Thuan Dong Ward, 7 District, HCM City","#BDC3C7",stub,
AS140799,AS140799,VN_ASN,8.208,140799,VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY,"AS140799
VIET NAM CLOUD TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS140801,AS140801,VN_ASN,8.208,140801,HARAVAN TECHNOLOGY CORPORATION,"AS140801
HARAVAN TECHNOLOGY CORPORATION","#BDC3C7",stub,
AS140802,AS140802,VN_ASN,8.208,140802,"07-02A, Floor 7, Prime Center,53 Quang Trung, Nguyen Du Ward. Hai Ba Trung District, HN","AS140802
07-02A, Floor 7, Prime Center,53 Quang Trung, Nguyen Du Ward. Hai Ba Trung District, HN","#BDC3C7",stub,
AS140806,AS140806,VN_ASN,8.416,140806,"PVS TELECOM CO.LTD.,","AS140806
PVS TELECOM CO.LTD.,","#8E44AD",transit,
AS140807,AS140807,VN_ASN,8.208,140807,Nguyen Ngoc Thanh Trading Limited Company,"AS140807
Nguyen Ngoc Thanh Trading Limited Company","#BDC3C7",stub,
AS140809,AS140809,VN_ASN,8.416,140809,Information Technology Center - Ministry of Home Affairs,"AS140809
Information Technology Center - Ministry of Home Affairs","#8E44AD",transit,
AS140810,AS140810,VN_ASN,9.248,140810,Megacore Technology Company Limited,"AS140810
Megacore Technology Company Limited","#8E44AD",transit,
AS140811,AS140811,VN_ASN,8.208,140811,VIET NAM INTERACTIVE TELEVISION JOINT STOCK COMPANY,"AS140811
VIET NAM INTERACTIVE TELEVISION JOINT STOCK COMPANY","#BDC3C7",stub,
AS140813,AS140813,VN_ASN,8.832,140813,DIGITAL SOLUTION AND TELECOMMUNICATIONS SERVICE JOINT STOCK COMPANY,"AS140813
DIGITAL SOLUTION AND TELECOMMUNICATIONS SERVICE JOINT STOCK COMPANY","#8E44AD",transit,
AS140814,AS140814,VN_ASN,8.208,140814,"Floor 5, 255 Tran Dang Ninh, Dich Vong, Cau Giay District, Ha Noi City","AS140814
Floor 5, 255 Tran Dang Ninh, Dich Vong, Cau Giay District, Ha Noi City","#BDC3C7",stub,
AS140815,AS140815,VN_ASN,8.208,140815,HTTVSERVER TECHNOLOGY COMPANY LIMITED,"AS140815
HTTVSERVER TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS140818,AS140818,VN_ASN,8.208,140818,D.I.C Viet Nam Technology Joint Stock Company,"AS140818
D.I.C Viet Nam Technology Joint Stock Company","#BDC3C7",stub,
AS140822,AS140822,VN_ASN,8.416,140822,ANPHATIDC,"AS140822
ANPHATIDC","#8E44AD",transit,
AS140823,AS140823,VN_ASN,8.208,140823,"Group 7, THieu Khanh Ward, Thanh Hoa City, Thanh Hoa, Viet Nam","AS140823
Group 7, THieu Khanh Ward, Thanh Hoa City, Thanh Hoa, Viet Nam","#BDC3C7",stub,
AS140824,AS140824,VN_ASN,8.208,140824,VNIDC TECHNOLOGY COMPANY LIMITED,"AS140824
VNIDC TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS140825,AS140825,VN_ASN,8.832,140825,Thien Quang Digital technology joint stock company,"AS140825
Thien Quang Digital technology joint stock company","#8E44AD",transit,
AS140828,AS140828,VN_ASN,8.208,140828,Teknix Technology Joint Stock Company,"AS140828
Teknix Technology Joint Stock Company","#BDC3C7",stub,
AS140829,AS140829,VN_ASN,8.208,140829,,AS140829,"#BDC3C7",stub,
AS140830,AS140830,VN_ASN,8.208,140830,IDS VIET NAM SOLUTION CORPORATION,"AS140830
IDS VIET NAM SOLUTION CORPORATION","#BDC3C7",stub,
AS140831,AS140831,VN_ASN,8.208,140831,Data Center of Vietnam National University Ho Chi Minh City,"AS140831
Data Center of Vietnam National University Ho Chi Minh City","#BDC3C7",stub,
AS140832,AS140832,VN_ASN,8.416,140832,"Vietnam F Tech., JSC","AS140832
Vietnam F Tech., JSC","#8E44AD",transit,
AS142025,AS142025,VN_ASN,8.416,142025,VInfinityAST Production and Trading Joint Stock Company,"AS142025
VInfinityAST Production and Trading Joint Stock Company","#8E44AD",transit,
AS142294,AS142294,VN_ASN,8.208,142294,TELECOM TRADE AND SERVER LLC,"AS142294
TELECOM TRADE AND SERVER LLC","#BDC3C7",stub,
AS149062,AS149062,VN_ASN,8.208,149062,TECHNOLOGY SOLUTION DATA ONLINE COMPANY LIMITED,"AS149062
TECHNOLOGY SOLUTION DATA ONLINE COMPANY LIMITED","#BDC3C7",stub,
AS149065,AS149065,VN_ASN,8.208,149065,MT GROUP COMPANY LIMITED,"AS149065
MT GROUP COMPANY LIMITED","#BDC3C7",stub,
AS149068,AS149068,VN_ASN,8.208,149068,iNET software one member company limited,"AS149068
iNET software one member company limited","#BDC3C7",stub,
AS149069,AS149069,VN_ASN,8.624,149069,Information and Communications Technology Company of Vietnam Electricity,"AS149069
Information and Communications Technology Company of Vietnam Electricity","#8E44AD",transit,
AS149074,AS149074,VN_ASN,8.208,149074,University of Medicine and Pharmacy at Ho Chi Minh City,"AS149074
University of Medicine and Pharmacy at Ho Chi Minh City","#BDC3C7",stub,
AS149078,AS149078,VN_ASN,8.208,149078,VPSMMO TECHNOLOGY COMPANY LIMITED,"AS149078
VPSMMO TECHNOLOGY COMPANY LIMITED","#BDC3C7",stub,
AS149080,AS149080,VN_ASN,8.416,149080,"SHINHAN LIFE VIETNAM INSURANCE CO., LTD","AS149080
SHINHAN LIFE VIETNAM INSURANCE CO., LTD","#8E44AD",transit,
AS149082,AS149082,VN_ASN,8.208,149082,NGOC MINH TECHNOLOGY JOINT STOCK COMPANY,"AS149082
NGOC MINH TECHNOLOGY JOINT STOCK COMPANY","#BDC3C7",stub,
AS149085,AS149085,VN_ASN,8.208,149085,E-DATA TECHNOLOGY SERVICE COMPANY LIMITED,"AS149085
E-DATA TECHNOLOGY SERVICE COMPANY LIMITED","#BDC3C7",stub,
AS149087,AS149087,VN_ASN,8.208,149087,Hanoi University,"AS149087
Hanoi University","#BDC3C7",stub,
AS149089,AS149089,VN_ASN,8.416,149089,CLOUDFLY CORPORATION,"AS149089
CLOUDFLY CORPORATION","#8E44AD",transit,
AS149096,AS149096,VN_ASN,8.624,149096,INVESTMENT AND DEVELOPMENT OF NATIONAL E-PROCUREMENT SYSTEM COMPANY LIMITED,"AS149096
INVESTMENT AND DEVELOPMENT OF NATIONAL E-PROCUREMENT SYSTEM COMPANY LIMITED","#8E44AD",transit,
AS149098,AS149098,VN_ASN,8.208,149098,VIETNAM DIGITAL InfinityRASTRUCTURE JOINT STOCK COMPANY,"AS149098
VIETNAM DIGITAL InfinityRASTRUCTURE JOINT STOCK COMPANY","#BDC3C7",stub,
AS149099,AS149099,VN_ASN,8.208,149099,HUNG THINH GROUP CORPORATION,"AS149099
HUNG THINH GROUP CORPORATION","#BDC3C7",stub,
AS149100,AS149100,VN_ASN,8.416,149100,SMARTMIND SECURITIES JOINT STOCK COMPANY,"AS149100
SMARTMIND SECURITIES JOINT STOCK COMPANY","#8E44AD",transit,
AS149101,AS149101,VN_ASN,8.208,149101,BKCLOUD COMPANY LIMITED,"AS149101
BKCLOUD COMPANY LIMITED","#BDC3C7",stub,
AS149102,AS149102,VN_ASN,8.208,149102,KHANH CHI ICT COMPANY LIMITED,"AS149102
KHANH CHI ICT COMPANY LIMITED","#BDC3C7",stub,
AS149103,AS149103,VN_ASN,8.208,149103,BACH KIM HNT COMPANY LIMITED,"AS149103
BACH KIM HNT COMPANY LIMITED","#BDC3C7",stub,
AS149107,AS149107,VN_ASN,10.288,149107,TRUMVPS COMPANY LIMITED,"AS149107
TRUMVPS COMPANY LIMITED","#8E44AD",transit,
AS149109,AS149109,VN_ASN,8.416,149109,GIAO HANG TIET KIEM JOINT STOCK COMPANY,"AS149109
GIAO HANG TIET KIEM JOINT STOCK COMPANY","#8E44AD",transit,
AS149111,AS149111,VN_ASN,8.208,149111,TEDEV TECHNOLOGICAL DEVELOPMENT COMPANY LIMITED,"AS149111
TEDEV TECHNOLOGICAL DEVELOPMENT COMPANY LIMITED","#BDC3C7",stub,
AS149113,AS149113,VN_ASN,8.208,149113,ODB VIET NAM COMPANY LIMITED,"AS149113
ODB VIET NAM COMPANY LIMITED","#BDC3C7",stub,
